,source,author,title,description,url,urlToImage,publishedAt,content
77,"{'id': None, 'name': 'Developpez.com'}",,"Une vidéo semble montrer le système Autopilot d'une Tesla confondant une calèche avec un camion, le système piloté par l'IA n'a peut-être pas été formé à cette façon rudimentaire de se déplacer","Une vidéo semble montrer le système Autopilot d'une Tesla confondant une calèche avec un camion
le système piloté par l'IA n'a peut-être pas été formé à cette façon rudimentaire de se déplacerUne vidéo partagée la semaine dernière par le Youtubeur suisse Real…",https://www.developpez.com/actu/335889/Une-video-semble-montrer-le-systeme-Autopilot-d-une-Tesla-confondant-une-caleche-avec-un-camion-le-systeme-pilote-par-l-IA-n-a-peut-etre-pas-ete-forme-a-cette-facon-rudimentaire-de-se-deplacer/,https://www.developpez.com/images/logos/tesla.png,2022-08-22T14:48:00Z,"Une vido partage la semaine dernire par le Youtubeur suisse RealRusty montre l'Autopilot de Tesla qui confond une calche successivement avec un semi-remorque, un piton et une berline. Cela suggre que… [+7444 chars]"
78,"{'id': 'reuters', 'name': 'Reuters'}",,Tesla loses challenge to California agency suing for race bias - Reuters,"A California administrative agency has declined to review Tesla Inc's <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> claim that the state's civil rights watchdog suing the company for race bias at an assembly plant is rushing …",https://www.reuters.com/legal/transactional/tesla-loses-challenge-california-agency-suing-race-bias-2022-08-22/,https://www.reuters.com/resizer/3PvXMZY0ByEZp_hAYra6uLgzgU0=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/FOEQWS2VQFPPFFHSNTERAVMGEQ.jpg,2022-08-22T14:48:00Z,Aug 22 (Reuters) - A California administrative agency has declined to review Tesla Inc's (TSLA.O) claim that the state's civil rights watchdog suing the company for race bias at an assembly plant is … [+2319 chars]
79,"{'id': None, 'name': 'Tweakers.net'}",Tijs Hofmans,Dit was Tweakers op BlackHat en Defcon,"Tweakers was eerder deze maand op securityconferenties Blackhat en Defcon. Hoewel de hackers-in-hoodies niet graag op de foto worden gezet, hebben we geprobeerd een sfeerimpressie neer te zetten. Dit was Tweakers op BlackHat en Defcon.",https://tweakers.net/geek/200170/dit-was-tweakers-op-blackhat-en-defcon.html,https://tweakers.net/i/-TzokEzc4Z6BNLGvgxh5IGz2fWk=/134x134/filters:strip_exif()/i/2005305288.png?f=meta,2022-08-22T14:47:45Z,"Tweakers was eerder deze maand op securityconferenties Blackhat en Defcon. Hoewel de hackers-in-hoodies niet graag op de foto worden gezet, hebben we geprobeerd een sfeerimpressie neer te zetten. Dit… [+8332 chars]"
80,"{'id': None, 'name': 'Kaspersky.com'}",Ivan Kwiatkowski,What’s wrong with blockchains and cryptocurrencies | Kaspersky official blog,Ivan Kwiatkowski explains what’s wrong with blockchains and cryptocurrencies and why you should think twice before buying an NFT.,https://usa.kaspersky.com/blog/crypto-actually-blockchains-and-cryptocurrencies/26914/,https://media.kasperskydaily.com/wp-content/uploads/sites/85/2022/08/22104714/crypto-actually-blockchains-and-cryptocurrencies-featured-point.jpg,2022-08-22T14:46:49Z,"So, you want to buy NFTs.
You’ve read the stories about people getting immensely rich with them or cryptocurrency, and think why not me? Well, “You thought wrong” was a working title for this articl… [+21852 chars]"
81,"{'id': None, 'name': 'Jalopnik'}",Owen Bellwood,Ford Ordered to Pay $1.7B Over Deadly Georgia Crash,"Ford has been ordered to pay $1.7 billion in damages over a 2014 crash that killed two people, Hyundai is bringing forward its plans to open an EV plant in the U.S. and Porsche says it wants to make a boat load of electric Macans. All that and more in The Mor…",https://jalopnik.com/ford-ordered-to-pay-1-7b-over-deadly-georgia-crash-1849440528,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/a010fc1d70fce7a37090fd3bfad361d4.jpg",2022-08-22T14:40:00Z,"Ford has been ordered to pay $1.7 billion in damages over a 2014 crash that killed two people, Hyundai is bringing forward its plans to open an EV plant in the U.S. and Porsche says it wants to make … [+8522 chars]"
82,"{'id': None, 'name': 'Yahoo Entertainment'}",Andrew Lisa,"Elon Musk, Jeff Bezos and the 23 Other Richest People in the US","The rich don't always get richer in tumultuous times like these, but some fare better than others. Take Elon Musk. The Tesla CEO and soon-to-be owner of...",https://finance.yahoo.com/news/elon-musk-jeff-bezos-23-143613045.html,https://s.yimg.com/ny/api/res/1.2/qxcJj5r9V6Z3.3AEhH8Ovg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/gobankingrates_644/34074722254b9dfae4a89539e91133be,2022-08-22T14:36:13Z,"Pascal Le Segretain / Getty Images
The rich don't always get richer in tumultuous times like these, but some fare better than others. Take Elon Musk. The Tesla CEO and soon-to-be owner of social med… [+13079 chars]"
83,"{'id': None, 'name': 'Phonandroid'}",Alexandre Schmid,YouTube supprime la vidéo d’un utilisateur qui teste la conduite autonome Tesla sur ses enfants,"Tester et filmer la sécurité de la conduite entièrement autonome de Tesla sur ses propres enfants n'est pas forcément une bonne idée. Publier la vidéo sur YouTube l'est encore moins. Il y a quelques semaines, le système de conduite entièrement...",https://www.phonandroid.com/youtube-supprime-la-video-dun-utilisateur-qui-teste-la-conduite-autonome-tesla-sur-ses-enfants.html,https://img.phonandroid.com/2022/08/tesla-fsd.jpg,2022-08-22T14:32:41Z,"Tester et filmer la sécurité de la conduite entièrement autonome de Tesla sur ses propres enfants n'est pas forcément une bonne idée. Publier la vidéo sur YouTube l'est encore moins.
Il y a quelques… [+2169 chars]"
84,"{'id': None, 'name': 'U.Today'}",U.Today,"Dogecoin Now Favored by BSC Investors, Here's Why",Recently shared data indicates that interest of BSC investors in Dogecoin is on rise,https://u.today/dogecoin-now-favored-by-bsc-investors-heres-why,https://u.today/sites/default/files/styles/twitter/public/2022-08/22959.jpg,2022-08-22T14:28:00Z,Disclaimer: The opinion expressed here is not investment advice it is provided for informational purposes only. It does not necessarily reflect the opinion of U.Today. Every investment and all tradin… [+3488 chars]
85,"{'id': None, 'name': 'Biztoc.com'}",dickenskale,Expansion of Clean Energy Loans Is ‘Sleeping Giant’ of Climate Bill,The law authorizes as much as $350 billion in additional federal loans and loan guarantees for energy and automotive projects. It could help convert plants that run on fossil fuels to nuclear or... #loanauthority #georgewbush #danreicher #backers #cleanenergy…,https://biztoc.com/p/paxdis8n?ref=rss,https://cdn.biztoc.com/og/paxdis8n.jpg,2022-08-22T14:24:15Z,The law authorizes as much as $350 billion in additional federal loans and loan guarantees for energy and automotive projects. It could help convert plants that run on fossil fuels to nuclear or rene… [+1473 chars]
86,"{'id': None, 'name': 'Business Standard'}",Reuters,Wall Street slumps over 1% as rate hike worries slam growth stocks,"Megacap growth, tech stocks extend losses; AMC tumbles as UK's Cineworld mulls bankruptcy filing",https://www.business-standard.com/article/international/wall-street-slumps-over-1-as-rate-hike-worries-slam-growth-stocks-122082201050_1.html,https://bsmedia.business-standard.com/_media/bs/img/article/2022-08/22/full/1661178222-37.jpg,2022-08-22T14:23:00Z,Wall Street's main indexes tumbled more than 1% on Monday in a dour start to the week as investors worried about hawkish signals from Federal Reserve policymakers against the backdrop of slowing econ… [+3477 chars]
87,"{'id': 'financial-post', 'name': 'Financial Post'}",David Rosenberg,David Rosenberg: The bear market rally is unravelling — here’s why,"Recession bear markets don’t end until the tail end of the Fed easing cycle, which is increasingly looking like a 2024 event. Read more.",https://financialpost.com/investing/david-rosenberg-bear-market-rally-unravelling-why,https://smartcdn.gprod.postmedia.digital/financialpost/wp-content/uploads/2022/08/bear-bull-vw0822.jpg,2022-08-22T14:22:43Z,"Recession bear markets dont end until the tail end of the Fed easing cycle, which is increasingly looking like a 2024 event 
A bear statue faces a bull statue outside the Frankfurt Stock Exchange.Ph… [+6091 chars]"
88,"{'id': None, 'name': 'Teltarif.de'}",Markus Weidner,"Telsa: Unfertiges ""Full Self Driving"" wird 3000 Dollar teurer","Tesla erhöht zum zweiten Mal in diesem Jahr die Kosten für die sogenannte FSD-Option, die nach wie vor nur als Beta-Version erhältlich ist.",https://www.teltarif.de/telsa-fsd-preiserhoehung/news/89102.html,https://www.teltarif.de/img/arch/2022/kw34/telsa-fsd-preiserhoehung-1og.jpg,2022-08-22T14:20:00Z,"Tesla kündigt seit Jahren die Möglich­keit an, mit den Autos des ameri­kani­schen Herstel­lers autonom fahren zu können. Mehr als eine Beta-Version für den FSD genannten Modus ist aber nach wie vor n… [+2453 chars]"
89,"{'id': None, 'name': 'Www.hln.be'}",KVE,Musk: “Tesla-systeem voor zelfrijdende auto wordt kwart duurder”,"Het systeem voor elektrisch rijden van de elektrische-automaker Tesla wordt wederom duurder. Het gaat Amerikanen 15.000 dollar kosten, heeft Tesla-topman Elon Musk getwitterd, en dat is een kwart meer dan de oorspronkelijke prijs van het systeem. Het is de tw…",https://www.hln.be/autobedrijven/musk-tesla-systeem-voor-zelfrijdende-auto-wordt-kwart-duurder~acbc3e3e/,https://images0.persgroep.net/rcs/_AObdTadusvwsFrJx9La0H20ZIQ/diocontent/60290445/_fill/1200/630/?appId=21791a8992982cd8da851550a453bd7f&quality=0.7,2022-08-22T14:19:44Z,"Het systeem, dat Full Self-Driving heet, kost nu nog 12.000 dollar (ruim 12.000 euro). De prijsverhoging gaat 5 september in. In januari kwam er al zo'n 2.000 dollar (2.000 euro) bij. Volgens Tesla g… [+1396 chars]"
90,"{'id': None, 'name': 'Clubic'}",Nathan Le Gohlisse,"Tesla, Intel, Toyota : les vagues de chaleur en Chine font fermer les usines, quelles répercussions ?","Intel et CATL, poids lourds de la chaîne d'approvisionnement pour les véhicules électriques, font partie des firmes ayant été contraintes de fermer provisoirement leurs usines en Chine face à la vague de chaleur qui touche le pays. Une mesure qui pourrait imp…",https://www.clubic.com/pro/entreprises/tesla/actualite-434400-tesla-intel-toyota-les-vagues-de-chaleur-en-chine-font-fermer-les-usines-quelles-repercutions.html,https://pic.clubic.com/v1/images/2028984/raw,2022-08-22T14:17:00Z,"Intel et CATL, poids lourds de la chaîne d'approvisionnement pour les véhicules électriques, font partie des firmes ayant été contraintes de fermer provisoirement leurs usines en Chine face à la vagu… [+2471 chars]"
91,"{'id': None, 'name': 'New York Post'}",Theo Wayt,Tesla owner will never lose his keys again — after he implants them in his hand,Brandon Dalaly said that he’s part of a beta group of about 100 people who are testing the chips before they released to the public.,https://nypost.com/2022/08/22/tesla-owner-implants-car-keys-in-his-hand-using-microchip/,https://nypost.com/wp-content/uploads/sites/2/2022/08/tesla-chip-comp.jpg?quality=75&strip=all&w=1024,2022-08-22T14:16:44Z,"A Tesla fanatic will never lose his keys again after he spent $400 to have them permanently implanted in his hand. 
Tesla owner Brandon Dalaly shared a video on social media this week showing him ha… [+2860 chars]"
92,"{'id': None, 'name': 'Ambcrypto.com'}",Jacob Thomas,Tiny Tesla: A safe place to make passive income and obtain financial freedom,"Tiny Tesla was founded because, like many, the team (which is a group of friends) experienced too many scams and empty promises. They decided to do something about it to change the space for good! As a group of friends and family with the same vision. They ar…",https://ambcrypto.com/?p=253358,https://statics.ambcrypto.com/wp-content/uploads/2022/08/photo_2022-06-23_21-43-33-1000x600.jpg,2022-08-22T14:15:23Z,"Tiny Tesla was founded because, like many, the team (which is a group of friends) experienced too many scams and empty promises. They decided to do something about it to change the space for good! As… [+3226 chars]"
93,"{'id': None, 'name': 'Jalopnik'}",Steve DaSilva,Tesla's FSD Beta Gets Its Second Price Increase This Year,"No matter what anyone tells you, Tesla’s cars are incapable of driving themselves. Despite this, the company charges $12,000 for a “Full Self Driving” feature that, at least according to the state of California, cannot do what it says on the tin — and accordi…",https://jalopnik.com/teslas-fsd-beta-gets-its-second-price-increase-this-yea-1849440460,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/b6aa5318e400c41cb64ee6d58d203a4c.jpg",2022-08-22T14:15:00Z,"No matter what anyone tells you, Teslascarsareincapableofdrivingthemselves. Despite this, the company charges $12,000 for a Full Self Driving feature that, at least according to the state of Californ… [+1490 chars]"
94,"{'id': None, 'name': 'Motley Fool'}","newsfeedback@fool.com (Charlene Rhinehart, CPA)",3 Things You Should Know About the Tesla Stock Split,Tesla's stock split will take place after close of trading on Aug. 24. How will that impact your portfolio and taxes?,https://www.fool.com/investing/2022/08/22/3-things-you-should-know-about-the-tesla-stock-spl/,https://g.foolcdn.com/editorial/images/697215/couple-staring-at-computer-in-kitchen.jpg,2022-08-22T14:12:00Z,"Tesla's (TSLA -3.06%) 3-for-1 stock split proposal won shareholder approval at the 2022 annual shareholders' meeting this month. Now, the electric vehicle maker is gearing up for its second stock spl… [+3242 chars]"
95,"{'id': None, 'name': 'Caradisiac.com'}",Michel Holtz,"Et si, dans l'auto, le protectionnisme cessait d'être un gros mot ?","Les constructeurs chinois, à l'instar de Byd et Ora seront présents au prochain Mondial de l'auto, alors que plusieurs constructeurs européens ont décliné l'invitation. En parallèle, de l'autre côté de l'Atlantique, Joe Biden offre un bonus de 7 500 dollars e…",https://www.caradisiac.com/et-si-dans-l-auto-le-protectionnisme-cessait-d-etre-un-gros-mot-197534.htm,https://images.caradisiac.com/images/7/5/3/4/197534/S1-et-si-dans-l-auto-le-protectionnisme-cessait-d-etre-un-gros-mot-723626.jpg,2022-08-22T14:08:00Z,"Petit rappel chronologique. Le 13 juin dernier, le salon de la voiture électrique d'Oslo ouvrait ses portes. Une aubaine pour tous les constructeurs européens, au pays ou le VE est roi, et au moment … [+4151 chars]"
96,"{'id': None, 'name': 'Daily Mail'}",,Video: Police outside Park Royal station after fatal car crash in London,"Police is outside Park Royal underground station, west London at the scene of a fatal crash. A Range Rover crashed into a metal barrier and into a parked Tesla before ending up on a railway track.",https://www.dailymail.co.uk/video/news/video-2755879/Video-Police-outside-Park-Royal-station-fatal-car-crash-London.html?page=,https://i.dailymail.co.uk/1s/2022/08/22/15/video-61611665-911_154x115.jpg,2022-08-22T14:07:08Z,"1:00
Kristina Ozturk, 25, has 21 babies and a husband in prison"
97,"{'id': None, 'name': 'Forbes'}","Sergei Klebnikov, Forbes Staff, 
 Sergei Klebnikov, Forbes Staff
 https://www.forbes.com/sites/sergeiklebnikov/",Dow Falls 400 Points As Experts Warn Bear Market Rally Is ‘Grinding To A Halt’,Investors are expecting more hawkish commentary from Fed officials at this week’s Jackson Hole symposium.,https://www.forbes.com/sites/sergeiklebnikov/2022/08/22/dow-falls-400-points-as-experts-warn-bear-market-rally-is-grinding-to-a-halt/,"https://imageio.forbes.com/specials-images/imageserve/63038ce0222c56aee9f3e7ef/0x0.jpg?format=jpg&crop=2513,1414,x0,y22,safe&width=1200",2022-08-22T14:05:59Z,"The stock market continued to fall on Monday after the summer rally on Wall Street fizzled out last week, with investors once again growing nervous about aggressive interest rate hikes from the Feder… [+3364 chars]"
98,"{'id': None, 'name': 'SlashGear'}",staff@slashgear.com (Kyle Encina),Elon Musk Confirms Tesla FSD Is Getting Even More Expensive,"Elon Musk announced via Twitter that Tesla&#039;s newest Full Self-Driving (FSD) versions have begun rolling out. Unfortunately, they also include a jump in price.",https://www.slashgear.com/974506/elon-musk-confirms-tesla-fsd-is-getting-even-more-expensive/,https://www.slashgear.com/img/gallery/elon-musk-confirms-tesla-fsd-is-getting-even-more-expensive/l-intro-1661176721.jpg,2022-08-22T14:05:20Z,"Tesla CEO Elon Musk said the company's latest Full Self-Driving build will be getting some ""big"" gains, but then again, so will its price. The Tesla FSD system offers an array of driver-assistance an… [+853 chars]"
99,"{'id': None, 'name': 'Sylhetmirror.com'}",Enamul Haque Renu,Woman dies after crash leaves Range Rover on Tube train track,"A woman has died after a collision left a Range Rover on a train track in west London. The Metropolitan Police said the collision, involving a Range Rover and a Tesla, happened on the A40 westbound near Park Royal Tube station in west London at 3.48am on Mond…",https://sylhetmirror.com/2022/08/22/woman-dies-after-crash-leaves-range-rover-on-tube-train-track/,https://sylhetmirror.com/files/uploads/2022/08/11wswqd.jpg,2022-08-22T14:02:29Z,"A damaged Tesla car is removed from the scene of a fatal crash in Park Royal, west London
A woman has died after a collision left a Range Rover on a train track in west London.
The Metropolitan Pol… [+1493 chars]"
